a_lot,device,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,ship_package,die_size_code,transistor_type
621219,ZXTP25020CFH,SS6,SMD,LFSOT23,AU,TA,63838.0,63640,1066.0,305.0,62269,0.9784569453174105,2020-10-06,TA,B   ,
621218,ZXTP2025F,SS6,SMD,LFSOT23,AU,TA,142893.0,141846,1476.0,1649.0,138721,0.9779690650423699,2020-10-06,TA,D   ,
621217,ZXTN25100DFH,SS6,SMD,LFSOT23,AU,TA,124718.0,124168,1279.0,158.0,122731,0.9884269699117325,2020-10-05,TA,B   ,
621216,ZXTN25060BFH,SS6,SMD,LFSOT23,AU,TA,41105.0,41183,1177.0,222.0,39784,0.9660296724376564,2020-10-01,TA,B   ,
621215,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,249804.0,246510,1895.0,287.0,244328,0.9911484321122875,2020-10-14,TA,B   ,pMOSe
621214,ZXMN6A07FQ,UMOS,SMD,SOT23,AU,TA,139055.0,133485,377.0,425.0,132683,0.9939918342884968,2020-10-20,TA,B   ,nMOSe
621213,ZXMN6A07FQ,UMOS,SMD,SOT23,AU,TA,145278.0,144867,136.0,52.0,144679,0.9987022579331387,2020-10-19,TA,B   ,nMOSe
621212,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,160184.0,159268,716.0,494.0,158058,0.9924027425471532,2020-10-06,TA,B   ,
621211,FMMT624,ST,SMD,SOT23,CU,TA,182674.0,181343,1943.0,1116.0,178284,0.9831314139503593,2020-10-08,TA,B   ,npn
621210,FMMT618,ST,SMD,SOT23,CU,TA,174065.0,171410,679.0,528.0,170203,0.9929584038270812,2020-10-12,TA,B   ,npn
621209,FMMT618,ST,SMD,SOT23,CU,TA,154997.0,153300,933.0,537.0,151830,0.9904109589041096,2020-10-09,TA,B   ,npn
621208,FMMT618,ST,SMD,SOT23,CU,TA,154807.0,153510,2334.0,899.0,150277,0.9789394827698521,2020-10-08,TA,B   ,npn
621207,FMMT558,HT,SMD,SOT23,AU,TA,64130.0,62728,224.0,15.0,62489,0.996189899247545,2020-10-05,TA,A   ,pnp
621206,FMMT558,HT,SMD,SOT23,AU,TA,225808.0,160244,940.0,196.0,159108,0.9929108110132049,2020-10-12,TA,A   ,pnp
621205,FMMT491,HT,SMD,SOT23,CU,TA,214361.0,214077,138.0,10.0,213929,0.9993086599681423,2020-10-05,TA,A   ,npn
621204,FMMT491,HT,SMD,SOT23,CU,TA,210777.0,210336,149.0,3.0,210184,0.9992773467214362,2020-10-01,TA,A   ,npn
621139,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,147081.0,147051,218.0,1849.0,144984,0.9859436522022972,2020-09-30,TA,E   ,pMOSe
621138,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,165111.0,164859,100.0,1060.0,163699,0.9929636841179432,2020-10-01,TA,E   ,pMOSe
621137,ZXMP4A16G,UMOS,SMD,SOT223,CU,TA,199220.0,198213,384.0,2826.0,195003,0.9838053003587051,2020-09-29,TA,E   ,pMOSe
621136,ZXMN6A09G,UMOS,SMD,SOT223,CU,TA,71142.0,70848,10.0,210.0,70628,0.9968947606142728,2020-09-25,TA,F   ,nMOSe
621135,FZT949,HT,SMD,SOT223,CU,TA,36643.0,36400,965.0,342.0,35093,0.9640934065934066,2020-10-08,TA,E   ,pnp
621134,FZT857,HT,SMD,SOT223,AU,TA,36616.0,36575,367.0,443.0,35765,0.9778537252221463,2020-10-06,TA,E   ,npn
621133,FZT857Q,HT,SMD,SOT223,AU,TA,123255.0,121824,479.0,783.0,120562,0.989640793275545,2020-10-05,TA,E   ,npn
621131,FZT757,MT,SMD,SOT223,AU,TA,38861.0,38787,43.0,396.0,38348,0.9886817748214608,2020-10-06,TA,C   ,pnp
621130,FZT749,MT,SMD,SOT223,CU,TC,65570.0,52358,175.0,350.0,51833,0.9899728790251728,2020-10-05,TC,C   ,pnp
621129,FZT692B,MT,SMD,SOT223,CU,TA,167508.0,167265,670.0,233.0,166362,0.994601381042059,2020-10-07,TA,C   ,npn
621128,FZT692BQ,MT,SMD,SOT223,AU,TA,20741.0,20665,5.0,83.0,20577,0.9957415920638761,2020-10-08,TA,C   ,npn
621127,FZT690B,MT,SMD,SOT223,CU,TA,117991.0,116565,340.0,1061.0,115164,0.9879809548320679,2020-09-30,TA,C   ,npn
621126,FZT605-79,MT,SMD,SOT223,AU,TA,160285.0,152859,747.0,914.0,151198,0.9891337768793463,2020-10-06,TA,C   ,npn
621125,FZT605,MT,SMD,SOT223,CU,TA,146654.0,146673,2817.0,840.0,143016,0.9750669857437975,2020-09-29,TA,C   ,npn
620107,BSP75NQ,SVMOS,SMD,SOT223,AU,TA,76115.0,76028,179.0,1001.0,74848,0.984479402325459,2020-10-01,TA,E   ,
620106,BSP75NQ,SVMOS,SMD,SOT223,AU,TA,114995.0,114330,1713.0,349.0,112268,0.9819644887606053,2020-09-29,TA,E   ,
620105,ZVN4424GQ,MOSFET-H,SMD,SOT223,AU,TA,40441.0,40551,398.0,278.0,39875,0.9833296342876872,2020-09-28,TA,D   ,nMOSe
620104,ZVN4424GQ,MOSFET-H,SMD,SOT223,AU,TA,119113.0,117792,862.0,538.0,116392,0.9881146427601195,2020-09-28,TA,D   ,nMOSe
620103,FZT560,VT,SMD,SOT223,AU,TA,221274.0,221472,966.0,1310.0,219196,0.989723305880653,2020-09-23,TA,B   ,pnp
620102,ZXMN0545G4,UMOS,SMD,SOT223,AU,TA,52168.0,51837,67.0,133.0,51637,0.996141752030403,2020-09-28,TA,C   ,
620101,ZVN0545G,MOSFET-M,SMD,SOT223,AU,TA,78015.0,77760,37.0,79.0,77644,0.9985082304526749,2020-09-25,TA,C   ,nMOSe
620007,FZT955,HT,SMD,SOT223,CU,TA,35664.0,35404,78.0,755.0,34571,0.9764715851316236,2020-10-05,TA,E   ,pnp
620006,FZT953,HT,SMD,SOT223,CU,TA,242111.0,241244,1381.0,2696.0,237167,0.9831000978262672,2020-09-28,TA,E   ,pnp
620005,FZT951,HT,SMD,SOT223,CU,TA,119289.0,119664,459.0,1356.0,117849,0.9848325310870437,2020-09-24,TA,E   ,pnp
620004,ZVN2106G,MOSFET-M,SMD,SOT223,AU,TA,161121.0,154944,559.0,940.0,153445,0.9903255369681949,2020-09-23,TA,C   ,nMOSe
620003,ZVN2106G,MOSFET-M,SMD,SOT223,AU,TA,161349.0,160560,779.0,1035.0,158746,0.9887020428500249,2020-09-21,TA,C   ,nMOSe
619751,ZXMN6A11G,UMOS,SMD,SOT223,CU,TA,180053.0,176688,35.0,787.0,175866,0.9953477315946754,2020-09-22,TA,C   ,nMOSe
619750,ZVN4424G,MOSFET-H,SMD,SOT223,AU,TA,82799.0,83088,225.0,744.0,82119,0.9883376660889659,2020-09-24,TA,D   ,nMOSe
619749,FZT951,HT,SMD,SOT223,CU,TA,127674.0,122400,368.0,886.0,121146,0.9897549019607843,2020-09-17,TA,E   ,pnp
619748,FZT857Q,HT,SMD,SOT223,AU,TA,184538.0,184112,1194.0,2252.0,180666,0.9812831320066047,2020-10-12,TA,E   ,npn
619747,FZT788B,MT,SMD,SOT223,CU,TA,69033.0,68687,174.0,125.0,68388,0.9956469200867705,2020-09-18,TA,C   ,pnp
619746,FZT692BQ,MT,SMD,SOT223,AU,TA,156692.0,155547,59.0,265.0,155223,0.997917028293699,2020-09-28,TA,C   ,npn
619745,FZT651,MT,SMD,SOT223,CU,TA,144246.0,143954,485.0,623.0,142846,0.9923030968225961,2020-09-17,TA,C   ,npn
619744,FZT651,MT,SMD,SOT223,CU,TA,143898.0,144144,223.0,581.0,143340,0.9944222444222445,2020-09-21,TA,C   ,npn
619743,FZT560,VT,SMD,SOT223,AU,TA,141112.0,141264,617.0,407.0,140240,0.9927511609468797,2020-09-24,TA,B   ,pnp
619742,FZT560,VT,SMD,SOT223,AU,TA,120261.0,119952,523.0,829.0,118600,0.9887288248632786,2020-09-23,TA,B   ,pnp
619730,ZXTN2031F,SS6,SMD,LFSOT23,AU,TA,101268.0,100447,745.0,586.0,99116,0.9867492309377084,2020-10-07,TA,D   ,
619728,ZXMN3A14F,UMOS,SMD,LFSOT23,AU,TA,153443.0,152366,1866.0,2444.0,148056,0.9717128493233399,2020-10-12,TA,C   ,
619727,ZXRE125EF,IC,SMD,SOT23,AU,TA,99919.0,99684,36.0,34.0,99614,0.9992977809879219,2020-10-02,TA,B   ,
619726,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,133822.0,134620,673.0,1020.0,132927,0.9874238597533799,2020-09-24,TA,B   ,pMOSe
619725,ZXMP3A13F,UMOS,SMD,SOT23,CU,TA,90357.0,90390,129.0,883.0,89378,0.9888040712468193,2020-09-24,TA,B   ,pMOSe
619724,ZXMN6A07FQ,UMOS,SMD,SOT23,AU,TA,177848.0,174770,221.0,74.0,174475,0.9983120672884362,2020-10-13,TA,B   ,nMOSe
619723,ZXMN6A07FQ,UMOS,SMD,SOT23,AU,TA,182975.0,162912,168.0,175.0,162569,0.9978945688469849,2020-10-08,TA,B   ,nMOSe
619722,ZXMN10A07F,UMOS,SMD,SOT23,CU,TA,38052.0,36710,62.0,66.0,36582,0.9965132116589485,2020-09-29,TA,B   ,nMOSe
619721,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,100410.0,98800,80.0,440.0,98280,0.9947368421052631,2020-10-09,TA,B   ,
619720,ZXM61N03F,HDMOS,SMD,SOT23,AU,TA,108015.0,106819,904.0,345.0,105570,0.9883073236034787,2020-10-01,TA,B   ,
619719,FMMT722,ST,SMD,SOT23,CU,TA,153019.0,152463,1559.0,933.0,149971,0.9836550507336206,2020-10-05,TA,B   ,pnp
619718,FMMT624,ST,SMD,SOT23,CU,TA,184293.0,182442,2341.0,597.0,179504,0.9838962519595269,2020-10-06,TA,B   ,npn
619717,FMMT617,ST,SMD,SOT23,CU,TA,249157.0,245887,1657.0,1513.0,242717,0.9871078991569298,2020-09-28,TA,B   ,npn
619716,FMMT560,VT,SMD,SOT23,AU,TA,90765.0,90731,2361.0,19.0,88351,0.9737686127123034,2020-09-29,TA,B   ,pnp
619715,FMMT560,VT,SMD,SOT23,AU,TA,239671.0,239462,3962.0,68.0,235432,0.9831706074450226,2020-09-30,TA,B   ,pnp
619714,FMMT491,HT,SMD,SOT23,CU,TA,224642.0,225660,1516.0,2280.0,221864,0.9831782327395197,2020-09-23,TA,A   ,npn
619713,FMMT449,HT,SMD,SOT23,CU,TA,93692.0,93573,41.0,68.0,93464,0.9988351340664507,2020-10-05,TA,A   ,npn
619712,ZVN4306A,MOSFET-H,SMD,ELineX (Schüttgut),AU,Schüttgut,48656.0,48570,370.0,34.0,48166,0.9916821082973029,2020-10-27,Schüttgut,E   ,n-Kanal
619711,ZVN4210A,MOSFET-M,SMD,ELineX (STZ),AU,STZ,39952.0,39096,,72.0,39024,0.998158379373849,2020-10-16,STZ,C   ,n-Kanal
619710,ZTX795A,MT,SMD,ELineX (Schüttgut),AU,Schüttgut,12298.0,12287,523.0,62.0,11702,0.9523887035077725,2020-10-13,Schüttgut,C,pnp
618509,ZVN2110G,MOSFET-M,SMD,SOT223,AU,TA,147495.0,108288,803.0,753.0,106732,0.9856309101654847,2020-09-23,TA,C   ,nMOSe
618506,FZT956Q,HT,SMD,SOT223,AU,TA,66167.0,65861,676.0,1063.0,64122,0.9735959065304202,2020-10-07,TA,E   ,pnp
618505,FZT857Q,HT,SMD,SOT223,AU,TA,30216.0,30096,394.0,599.0,29103,0.967005582137161,2020-10-02,TA,E   ,npn
618504,FZT651Q,MT,SMD,SOT223,AU,TC,51965.0,51838,161.0,372.0,51305,0.9897179675141788,2020-10-01,TC,C   ,npn
618503,FZT651Q,MT,SMD,SOT223,AU,TA,103869.0,103680,214.0,371.0,103095,0.9943576388888888,2020-09-21,TA,C   ,npn
618201,ZXTP25020DFH,SS6,SMD,LFSOT23,AU,TA,39711.0,39591,218.0,72.0,39301,0.992675102927433,2020-09-29,TA,B,
618122,ZXTP2014G,HT,SMD,SOT223,AU,TA,97335.0,52774,969.0,631.0,51174,0.9696820403986812,2020-09-21,TA,D   ,
618121,ZXTP2008G,HT,SMD,SOT223,PD,TA,62657.0,61799,783.0,1415.0,59601,0.9644330814414472,2020-09-16,TA,D   ,
618120,ZXMS6002G,SVMOS,SMD,SOT223,AU,TA,27204.0,27056,4256.0,268.0,22532,0.8327912477823773,2020-10-22,TA,E   ,
618119,ZXMP7A17G,UMOS,SMD,SOT223,AU,TA,134199.0,129032,1057.0,1157.0,126818,0.9828414656829314,2020-09-15,TA,E   ,
618118,ZXMN0545G4,UMOS,SMD,SOT223,AU,TA,53203.0,52984,87.0,858.0,52039,0.9821644269968293,2020-09-15,TA,C   ,
618117,ZX5T955G,HT,SMD,SOT223,PD,TA,106672.0,53567,1199.0,1145.0,51223,0.9562417159818545,2020-09-17,TA,D,
618116,ZVN4424G,MOSFET-H,SMD,SOT223,CU,TA,215864.0,215494,1595.0,489.0,213410,0.9903291971006153,2020-09-15,TA,D   ,nMOSe
618114,ZVN0545G,MOSFET-M,SMD,SOT223,AU,TA,52506.0,52344,71.0,76.0,52197,0.9971916552040349,2020-09-16,TA,C   ,nMOSe
618112,FZT968,HT,SMD,SOT223,CU,TA,63442.0,63338,198.0,193.0,62947,0.993826770659004,2020-09-16,TA,E   ,pnp
618111,FZT955,HT,SMD,SOT223,CU,TA,73540.0,73287,164.0,554.0,72569,0.9902029009237655,2020-09-16,TA,E   ,pnp
618110,FZT953Q,HT,SMD,SOT223,AU,TA,124072.0,122919,513.0,3192.0,119214,0.9698581993019794,2020-09-30,TA,E   ,pnp
618109,FZT853,HT,SMD,SOT223,CU,TA,62295.0,61340,1375.0,2181.0,57784,0.942028040430388,2020-09-25,TA,E   ,npn
618107,FZT851,HT,SMD,SOT223,CU,TA,201348.0,200386,4244.0,1593.0,194549,0.970871218548202,2020-10-02,TA,E   ,npn
618106,FZT560,VT,SMD,SOT223,AU,TA,161271.0,161274,956.0,386.0,159932,0.9916787578902985,2020-09-15,TA,B   ,pnp
618105,FZT560Q,VT,SMD,SOT223,AU,TC,40394.0,40136,132.0,224.0,39780,0.9911301574646203,2020-09-15,TC,B   ,pnp
618104,FZT560Q,VT,SMD,SOT223,AU,TA,40282.0,40032,254.0,80.0,39698,0.9916566746602717,2020-09-16,TA,B   ,pnp
618103,FZT1149A,HT,SMD,SOT223,CU,TA,89002.0,88553,1235.0,591.0,86727,0.9793795805901551,2020-09-16,TA,D   ,pnp
618102,FZT1053A,HT,SMD,SOT223,CU,TA,78890.0,78310,665.0,1749.0,75896,0.9691737964500063,2020-09-17,TA,D   ,npn
618101,BSP75N,SVMOS,SMD,SOT223,AU,TA,60203.0,59975,311.0,911.0,58753,0.9796248436848687,2020-09-15,TA,E   ,
618092,ZXTP25020CFH,SS6,SMD,LFSOT23,AU,TA,61251.0,61016,430.0,509.0,60077,0.9846105939425724,2020-09-28,TA,B   ,
618091,ZXTP25020BFH,SS6,SMD,LFSOT23,AU,TA,38016.0,37924,12469.0,1351.0,24104,0.6355869634004851,2020-09-23,TA,B   ,
618090,ZXTN25040DFH,SS6,SMD,LFSOT23,AU,TA,116005.0,116005,4044.0,433.0,111528,0.9614068359122452,2020-09-28,TA,B   ,
618089,ZXCT1008F,IC,SMD,LFSOT23,AU,TA,104449.0,100964,5956.0,4.0,95004,0.9409690582781982,,TA,B,
618088,ZMR500QF,IC,SMD,LFSOT23,AU,TA,122328.0,120099,119.0,333.0,119647,0.9962364382717591,2020-10-05,TA,B   ,
618086,ZMR250F,IC,SMD,LFSOT23,AU,TA,60407.0,58556,53.0,198.0,58305,0.9957135050208348,2020-09-28,TA,B   ,
618085,ZXRE125DF,IC,SMD,SOT23,AU,TA,60200.0,59689,3675.0,3.0,56011,0.9383806061418352,2020-09-30,TA,B   ,
618084,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,154241.0,153230,264.0,581.0,152385,0.9944854140834041,2020-09-22,TA,B   ,pMOSe
618083,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,155205.0,154620,49.0,268.0,154303,0.9979498124434096,2020-09-22,TA,B   ,pMOSe
618082,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,98092.0,96829,747.0,264.0,95818,0.9895589131355276,2020-09-29,TA,B   ,pMOSe
618081,ZXMN6A07FQ,UMOS,SMD,SOT23,AU,TA,90673.0,90960,316.0,1261.0,89383,0.9826627088830255,2020-09-21,TA,B   ,nMOSe
618080,ZXMN10A07F,UMOS,SMD,SOT23,CU,TA,54508.0,53770,7.0,156.0,53607,0.9969685698344802,2020-09-22,TA,B   ,nMOSe
618079,ZXMN10A07F,UMOS,SMD,SOT23,CU,TA,37962.0,37840,5.0,27.0,37808,0.999154334038055,2020-09-21,TA,B   ,nMOSe
618078,ZRC330F01,IC,SMD,SOT23,AU,TA,84210.0,83910,219.0,191.0,83500,0.995113812418067,2020-09-23,TA,B   ,
618077,ZRC250F03,IC,SMD,SOT23,AU,TA,84610.0,84485,944.0,460.0,83081,0.9833816653843878,2020-09-24,TA,B   ,
618076,ZRC250F01,IC,SMD,SOT23,AU,TA,63555.0,63290,224.0,303.0,62763,0.9916732501185022,2020-09-22,TA,B   ,
618075,FMMT560,VT,SMD,SOT23,AU,TA,119787.0,119689,479.0,58.0,119152,0.9955133721561714,2020-09-28,TA,B   ,pnp
618074,FMMT560Q,VT,SMD,SOT23,AU,TA,59849.0,59568,277.0,30.0,59261,0.9948462261616976,2020-09-28,TA,B   ,pnp
618073,FMMT558,HT,SMD,SOT23,AU,TA,64892.0,64351,1746.0,44.0,62561,0.9721838044474833,2020-09-28,TA,A   ,pnp
618072,FMMT558Q,HT,SMD,SOT23,AU,TA,64892.0,61624,1243.0,74.0,60307,0.9786284564455408,2020-09-30,TA,A   ,pnp
618071,FMMT549,HT,SMD,SOT23,AU,TA,60354.0,60354,84.0,21.0,60249,0.9982602644398052,2020-10-02,TA,A   ,pnp
618070,FMMT495,HT,SMD,SOT23,CU,TA,145139.0,144680,97.0,44.0,144539,0.9990254354437379,2020-09-17,TA,A   ,npn
618069,FMMT495,HT,SMD,SOT23,CU,TA,146394.0,147090,412.0,1227.0,145451,0.9888571622815963,2020-09-22,TA,A   ,npn
618068,FMMT491-79,HT,SMD,SOT23,AU,TA,95000.0,94616,16.0,26.0,94574,0.9995561004481271,2020-09-30,TA,A   ,npn
618067,FMMT491,HT,SMD,SOT23,CU,TA,188538.0,187825,183.0,76.0,187566,0.9986210568348196,2020-09-17,TA,A   ,npn
618066,FMMT491,HT,SMD,SOT23,CU,TA,221337.0,220610,481.0,1618.0,218511,0.9904854721000861,2020-09-22,TA,A   ,npn
618065,FMMT417,HT,SMD,SOT23,AU,TD,25566.0,25436,9404.0,239.0,15793,0.6208916496304451,2020-09-30,TD,A   ,npn
618010,ZXTN08400BFF,MT,SMD,SOT23F,CU,TA,237537.0,235056,1839.0,617.0,232600,0.9895514260431557,2020-09-15,TA,C   ,npn
618009,ZTX857,HT,SMD,ELineX (STZ),AU,STZ,15711.0,15648,104.0,409.0,15135,0.9672162576687117,2020-10-08,STZ,E   ,npn
618008,ZTX753,MT,SMD,ELineX (Schüttgut),AU,Schüttgut,51248.0,51198,129.0,123.0,50946,0.9950779327317474,2020-10-07,Schüttgut,C   ,pnp
618006,ZTX694B,MT,SMD,ELineX (STZ),AU,STZ,51864.0,51766,91.0,200.0,51475,0.9943785496271684,2020-10-21,STZ,C   ,npn
616230,ZXTP2014G,HT,SMD,SOT223,AU,TA,210869.0,210363,3842.0,1722.0,204799,0.9735504817862457,2020-09-22,TA,D   ,
616229,ZXTN2010G,HT,SMD,SOT223,PD,TA,141650.0,141297,1569.0,1184.0,138544,0.9805162176125466,2020-09-15,TA,D   ,
616228,ZXMS6005DG,SVMOS,SMD,SOT223,AU,TA,64960.0,64615,36.0,635.0,63944,0.9896154143774666,2020-09-08,TA,D   ,
616227,ZX5T955G,HT,SMD,SOT223,PD,TA,212041.0,211378,3011.0,2203.0,206164,0.9753332891786278,2020-09-16,TA,D,
616226,ZX5T955G,HT,SMD,SOT223,PD,TA,220789.0,219908,2817.0,1281.0,215810,0.981364934427124,2020-09-17,TA,D,
616225,ZSR330G,IC,SMD,SOT223,AU,TA,223722.0,222063,789.0,577.0,220697,0.9938485925165381,2020-09-10,TA,D   ,
616224,FZT955,HT,SMD,SOT223,CU,TA,123621.0,122832,453.0,1383.0,120996,0.985052754982415,2020-09-10,TA,E   ,pnp
616223,FZT857,HT,SMD,SOT223,AU,TA,85852.0,85680,1542.0,925.0,83213,0.9712068160597572,2020-09-16,TA,E   ,npn
616222,FZT857Q,HT,SMD,SOT223,AU,TA,32229.0,32090,229.0,535.0,31326,0.9761919601121845,2020-09-21,TA,E   ,npn
616221,FZT857Q,HT,SMD,SOT223,AU,TA,105357.0,105104,571.0,617.0,103916,0.988696909727508,2020-09-10,TA,E   ,npn
616220,FZT792A,MT,SMD,SOT223,CU,TA,115169.0,114883,143.0,806.0,113934,0.9917394218465744,2020-09-08,TA,C   ,pnp
616219,FZT705,MT,SMD,SOT223,CU,TA,157848.0,160636,425.0,814.0,159397,0.9922869095346,2020-09-07,TA,C   ,pnp
616218,FZT605,MT,SMD,SOT223,CU,TA,225642.0,223583,3533.0,613.0,219437,0.9814565508111082,2020-09-08,TA,C   ,npn
616217,FZT560,VT,SMD,SOT223,AU,TA,161568.0,160480,403.0,1184.0,158893,0.9901109172482553,2020-09-11,TA,B   ,pnp
616216,FZT560Q,VT,SMD,SOT223,AU,TC,60586.0,60622,181.0,26.0,60415,0.9965853980403154,2020-09-10,TC,B   ,pnp
616215,FZT491A,LT,SMD,SOT223,CU,TA,64075.0,64003,70.0,282.0,63651,0.9945002578004156,2020-09-11,TA,A   ,npn
616210,ZXTP25100BFH,SS6,SMD,LFSOT23,AU,TA,46417.0,46160,756.0,334.0,45070,0.9763864818024264,2020-09-28,TA,B   ,
616209,ZXMN3A14F,UMOS,SMD,LFSOT23,AU,TA,153692.0,152513,1891.0,4461.0,146161,0.958351091382374,2020-09-23,TA,C   ,
616208,ZXMN2A14F,UMOS,SMD,LFSOT23,AU,TA,43912.0,42776,743.0,886.0,41147,0.9619178978866654,2020-09-07,TA,C   ,
616207,ZXCT1008F,IC,SMD,LFSOT23,AU,TA,245538.0,239330,73499.0,4.0,165827,0.6928801236786027,2020-09-30,TA,B,
616206,ZMR250F,IC,SMD,LFSOT23,AU,TA,40171.0,40178,54.0,526.0,39598,0.9855642391358455,2020-09-22,TA,B   ,
616205,ZXRE4041CF,IC,SMD,SOT23,AU,TA,56144.0,56440,13.0,899.0,55528,0.9838412473423104,2020-09-23,TA,B   ,
616204,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,154363.0,153507,235.0,102.0,153170,0.997804660373794,2020-09-11,TA,B   ,pMOSe
616203,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,246216.0,243505,245.0,200.0,243060,0.9981725221248023,2020-09-09,TA,B   ,pMOSe
616202,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,60246.0,20250,4.0,269.0,19977,0.9865185185185186,2020-09-22,TA,B   ,
616201,ZXM61N03F,HDMOS,SMD,SOT23,AU,TA,99545.0,100400,97.0,1072.0,99231,0.9883565737051793,2020-09-25,TA,B   ,
616200,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,100184.0,51000,,,51000,1.0,2020-09-18,TA,B   ,
616199,ZR40401F25,IC,SMD,SOT23,AU,TA,60816.0,59467,32.0,14.0,59421,0.99922646173508,2020-09-29,TA,B   ,
616198,FMMT722,ST,SMD,SOT23,CU,TA,208856.0,208830,1047.0,3840.0,203943,0.976598189915242,2020-09-21,TA,B   ,pnp
616197,FMMT717,ST,SMD,SOT23,CU,TA,152015.0,151659,2730.0,745.0,148184,0.9770867538359082,2020-09-18,TA,B   ,pnp
616196,FMMT624,ST,SMD,SOT23,CU,TA,51469.0,50900,188.0,169.0,50543,0.9929862475442043,2020-09-09,TA,B   ,npn
616195,FMMT624,ST,SMD,SOT23,CU,TA,146625.0,145415,1470.0,725.0,143220,0.9849052711205859,2020-09-10,TA,B   ,npn
616194,FMMT618,ST,SMD,SOT23,CU,TA,135611.0,134123,3912.0,1006.0,129205,0.9633321652512992,2020-09-07,TA,B   ,npn
616193,FMMT618,ST,SMD,SOT23,CU,TA,134329.0,133616,2212.0,1010.0,130394,0.9758861214225841,2020-09-04,TA,B   ,npn
616192,FMMT593,HT,SMD,SOT23,CU,TC,123190.0,120890,2991.0,147.0,117752,0.9740425179915626,2020-09-28,TC,A   ,pnp
616191,FMMT560,VT,SMD,SOT23,AU,TA,239508.0,238738,301.0,160.0,238277,0.9980690128927946,2020-09-09,TA,B   ,pnp
616190,FMMT558,HT,SMD,SOT23,AU,TA,225965.0,208420,304.0,269.0,207847,0.9972507436906247,2020-09-14,TA,A   ,pnp
616189,FMMT549,HT,SMD,SOT23,AU,TA,52245.0,50677,13.0,2.0,50662,0.9997040077352645,2020-09-08,TA,A   ,pnp
616188,ZXTP19020CFF,MT,SMD,SOT23F,CU,TA,35503.0,33206,1078.0,10.0,32118,0.9672348370776366,2020-09-16,TA,C   ,pnp
616187,ZXTN19020CFF,MT,SMD,SOT23F,AU,TA,52444.0,52365,985.0,84.0,51296,0.9795856010694166,2020-09-15,TA,C   ,
616186,ZXTN07045EFF,MT,SMD,SOT23F,CU,TA,22962.0,22922,233.0,59.0,22630,0.9872611464968153,2020-09-15,TA,C   ,
616185,ZVN3310A,MOSFET-M,SMD,ELineX (Schüttgut),AU,Schüttgut,26840.0,26780,199.0,160.0,26421,0.9865944734876774,2020-10-08,Schüttgut,B   ,n-Kanal
616184,ZTX853,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,26059.0,25952,88.0,30.0,25834,0.9954531442663379,2020-10-16,Schüttgut,E   ,npn
616183,ZTX705,MT,SMD,ELineX (Schüttgut),AU,Schüttgut,26308.0,25726,127.0,460.0,25139,0.9771826168078986,2020-10-08,Schüttgut,C   ,pnp
616182,ZTX560,VT,SMD,ELineX (Schüttgut),AU,Schüttgut,19992.0,20000,288.0,97.0,19615,0.98075,2020-10-07,Schüttgut,B   ,
614621,ZXTP2014G,HT,SMD,SOT223,AU,TA,223236.0,221040,2998.0,836.0,217206,0.9826547231270358,2020-09-15,TA,D   ,
614620,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,188146.0,187752,79.0,712.0,186961,0.9957869956112319,2020-09-03,TA,E   ,pMOSe
614619,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,56642.0,55937,7.0,138.0,55792,0.9974077980585301,2020-09-01,TA,E   ,pMOSe
614618,ZXMP4A16GQ,UMOS,SMD,SOT223,AU,TA,13345.0,12594,11.0,83.0,12500,0.9925361283150707,2020-09-04,TA,E   ,pMOSe
614617,ZXMN7A11GQ,UMOS,SMD,SOT223,AU,TA,94298.0,93716,56.0,230.0,93430,0.9969482265568312,2020-09-08,TA,C   ,
614616,ZXMN10A11G,UMOS,SMD,SOT223,CU,TA,160961.0,160704,2223.0,597.0,157884,0.9824522102747909,2020-09-07,TA,C   ,nMOSe
614615,ZX5T851G,HT,SMD,SOT223,PD,TA,154448.0,153191,1159.0,826.0,151206,0.9870423197185213,2020-09-02,TA,D   ,
614614,ZVN4306GV,MOSFET-H,SMD,SOT223,CU,TA,64845.0,63585,6369.0,1979.0,55237,0.8687111740190296,2020-08-28,TA,E   ,nMOSe
614613,ZVN4210G,MOSFET-M,SMD,SOT223,CU,TA,51129.0,50453,90.0,628.0,49735,0.9857689334628268,2020-09-09,TA,C   ,nMOSe
