index,a_lot,device,wafer_info,device_group,package,bond_wire,ship_package,final_test_output,final_test_yield,delivery_date,quality_id,release,scrapped,transistor_type,chip_configuration,lead_frame,soft_solder,ongoing_process,ongoing_input,ongoing_reject,ongoing_output,ongoing_done_date,beginning_process,beginning_input,beginning_reject,beginning_output,beginning_done_date,progress,progress2,current_step,comment_for_lot_step,progress2_comment_2
5942,444919,ZTL431BFF,9X26CHECK.19: 1(probed),IC,SOT23F,CU,TA,39709.0,91.75,2018-09-19,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,15000.0,0.0,15000.0,2018-09-19 00:00:00,SÄGEN,44534.0,0.0,44534.0,2018-09-05 00:00:00,0.3368213050702834,1.1261261261261262,AUSLIEFERN,Ausgeliefert,Erledigt
5943,444918,ZVN4310A,9X29LUCID.5: 7(ringprobed),MOSFET-H,ELineX,AU,Schüttgut,34458.0,96.14,2018-09-27,0,,,n-Kanal,,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,32000.0,0.0,32000.0,2018-09-27 00:00:00,SÄGEN,35948.0,0.0,35948.0,2018-08-24 00:00:00,0.8901746967842439,1.032258064516129,AUSLIEFERN,Ausgeliefert,Erledigt
5944,444917,ZTX849,9X32POTCH.5: 6(unprobed),HT,ELineX,AU,Schüttgut,30234.0,94.99,2018-09-21,0,,,npn,FZT849D,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,32000.0,0.0,32000.0,2018-09-21 00:00:00,SÄGEN,31874.0,0.0,31874.0,2018-08-24 00:00:00,1.0039530651942021,1.0584110603955812,AUSLIEFERN,Ausgeliefert,Erledigt
5945,444916,ZTX558,9X33BOSUN.5: 1(unprobed),LT,ELineX,AU,STZ,32200.0,99.83,2018-11-09,0,,,pnp,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,32000.0,0.0,32000.0,2018-11-09 00:00:00,SÄGEN,32498.0,0.0,32498.0,2018-09-12 00:00:00,0.9846759800603114,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
5946,444915,ZXTP2029F,9X31BOUGH.5: 5(unprobed),SS6,LFSOT23,AU,TA,48740.0,96.23,2018-09-04,0,,,,X23P41BD,LEADFRAME DZN 1011,,AUSLIEFERN,48000.0,0.0,48000.0,2018-09-04 00:00:00,SÄGEN,51045.0,0.0,51045.0,2018-08-25 00:00:00,0.940346752865119,31.393067364290385,AUSLIEFERN,Ausgeliefert,Erledigt
5947,444914,ZXTN25040DFH,9X28SAGES.4: 2(unprobed); 9X28SAGES.3: 2(probed),SS6,LFSOT23,AU,TA,78444.0,99.47,2018-09-03,0,,,,X25N40DD,LEADFRAME DZN 1020,,AUSLIEFERN,78000.0,0.0,78000.0,2018-09-03 00:00:00,SÄGEN,79007.0,0.0,79007.0,2018-08-18 00:00:00,0.9872542939233232,1.019008426415834,AUSLIEFERN,Ausgeliefert,Erledigt
5948,444913,ZXRE4041CF,9X26HONED.1: 3(probed),IC,SOT23,AU,TA,56156.0,97.4,2018-09-04,0,,,,ZXRE1004005C,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,45000.0,0.0,45000.0,2018-09-04 00:00:00,SÄGEN,55444.0,0.0,55444.0,2018-08-20 00:00:00,0.8116297525431065,1.0305736860185504,AUSLIEFERN,Ausgeliefert,Erledigt
5949,444912,ZXCT1008QF,9X33LOBBY.7: 1(probed); 9X33LOBBY.2: 10(probed),IC,LFSOT23,AU,TC,134367.0,96.64,2018-08-31,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,AUSLIEFERN,130000.0,0.0,130000.0,2018-08-31 00:00:00,SÄGEN,139848.0,0.0,139848.0,2018-08-22 00:00:00,0.929580687603684,1.0026686411526062,AUSLIEFERN,Ausgeliefert,Erledigt
5950,444911,ZXCT1008QF,9X33LOBBY.2: 5(probed),IC,LFSOT23,AU,TA,58113.0,95.68,2018-09-03,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,AUSLIEFERN,60000.0,0.0,60000.0,2018-09-03 00:00:00,SÄGEN,61315.0,0.0,61315.0,2018-08-21 00:00:00,0.9785533719318275,1.0386013501817553,AUSLIEFERN,Ausgeliefert,Erledigt
5951,444910,ZXCT1008F,9X33LOBBY.2: 3(probed),IC,LFSOT23,AU,TA,36177.0,96.6,2018-09-03,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,AUSLIEFERN,39000.0,0.0,39000.0,2018-09-03 00:00:00,SÄGEN,37508.0,0.0,37508.0,2018-08-20 00:00:00,1.0397781806547937,1.0970772736223242,AUSLIEFERN,Ausgeliefert,Erledigt
5952,444909,ZMR330F,9X26TWEED.5: 17(probed),IC,LFSOT23,AU,TA,336901.0,99.71,2018-09-14,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,336000.0,0.0,336000.0,2018-09-14 00:00:00,SÄGEN,344472.0,0.0,344472.0,2018-08-28 00:00:00,0.9754058385006619,1.0040820717560082,AUSLIEFERN,Ausgeliefert,Erledigt
5953,444908,ZMR330F,9X27BARED.8: 13(unprobed),IC,LFSOT23,AU,TA,251667.0,95.45,2018-09-10,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,249000.0,0.0,249000.0,2018-09-10 00:00:00,SÄGEN,265044.0,0.0,265044.0,2018-08-27 00:00:00,0.9394666545931997,1.0071511778410562,AUSLIEFERN,Ausgeliefert,Erledigt
5954,444907,ZXT11N20DF,9X04JOUST.3: 1(unprobed),SS4,SOT23,AU,TA,19175.0,98.39,2018-09-10,0,,,npn,T11N20DC,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,18000.0,0.0,18000.0,2018-09-10 00:00:00,SÄGEN,19605.0,0.0,19605.0,2018-08-21 00:00:00,0.918133129303749,1.0107249143691392,AUSLIEFERN,Ausgeliefert,Erledigt
5955,444906S,ZXMP3A13F,9X25BELAY.4: 10(probed),UMOS,SOT23,CU,TA,189907.0,98.48,2018-08-28,0,,,pMOSe,ZXMP3A13C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,189000.0,0.0,189000.0,2018-08-28 00:00:00,SÄGEN,193210.0,0.0,193210.0,2018-08-17 00:00:00,0.9782102375653434,1.004469624094516,AUSLIEFERN,Ausgeliefert,Erledigt
5956,444905,ZXM61N02F,8W30SEEPS.2: 6(unprobed),HDMOS,SOT23,AU,TA,118837.0,99.57,2018-08-28,0,,,,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,117000.0,0.0,117000.0,2018-08-28 00:00:00,SÄGEN,120492.0,0.0,120492.0,2018-08-17 00:00:00,0.9710188228264117,1.0054828896031351,AUSLIEFERN,Ausgeliefert,Erledigt
5957,444904,FMMT720,9X30SEATS.5: 12(unprobed); 9X30SEATS.4: 1(probed); 9X30ICILY.5: 1(ringprobed),ST,SOT23,CU,TA,265700.0,98.64,2018-08-28,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,264000.0,0.0,264000.0,2018-08-28 00:00:00,SÄGEN,270615.0,0.0,270615.0,2018-08-20 00:00:00,0.9755556787317776,1.0045776778273725,AUSLIEFERN,Ausgeliefert,Erledigt
5958,444903,FMMT720,9X30SEATS.5: 10(unprobed),ST,SOT23,CU,TA,191559.0,98.64,2018-08-30,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,189000.0,0.0,189000.0,2018-08-30 00:00:00,SÄGEN,195180.0,0.0,195180.0,2018-08-20 00:00:00,0.9683369197663695,1.0035629138369555,AUSLIEFERN,Ausgeliefert,Erledigt
5959,444902,FMMT634,9X32RETCH.6: 6(unprobed),ST,SOT23,CU,TA,112314.0,98.45,2018-09-06,0,,,npn,FMMT634C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,111000.0,0.0,111000.0,2018-09-06 00:00:00,SÄGEN,115597.0,0.0,115597.0,2018-08-24 00:00:00,0.9602325319861242,1.0059359282251121,AUSLIEFERN,Ausgeliefert,Erledigt
5960,444901,FMMT624,9X28CUBIC.5: 6(probed),ST,SOT23,CU,TA,162058.0,97.62,2018-09-05,0,,,npn,FMMT624C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,159000.0,0.0,159000.0,2018-09-05 00:00:00,SÄGEN,166446.0,0.0,166446.0,2018-08-21 00:00:00,0.9552647705562164,1.0139336160443835,AUSLIEFERN,Ausgeliefert,Erledigt
5961,444900,FMMT620,9X30ROAMS.4: 6(unprobed); 9X30ROAMS.5: 6(ringprobed),ST,SOT23,CU,TA,209220.0,98.4,2018-09-04,0,,,npn,FMMT620C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,207000.0,0.0,207000.0,2018-09-04 00:00:00,SÄGEN,226314.0,0.0,226314.0,2018-08-21 00:00:00,0.9146583949733555,1.0046934228982736,AUSLIEFERN,Ausgeliefert,Erledigt
5962,444899,FMMT591,9X34WHILE.5: 7(unprobed),HT,SOT23,CU,TA,209854.0,93.4,2018-09-03,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,207000.0,0.0,207000.0,2018-09-03 00:00:00,SÄGEN,226698.0,0.0,226698.0,2018-08-20 00:00:00,0.9131090702167641,1.0058113544926242,AUSLIEFERN,Ausgeliefert,Erledigt
5963,444898,FMMT591,9X34WHILE.5: 7(unprobed),HT,SOT23,CU,TA,189847.0,84.43,2018-08-30,537,False,False,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,186000.0,0.0,186000.0,2018-08-30 00:00:00,SÄGEN,226093.0,0.0,226093.0,2018-08-20 00:00:00,0.8226703170819087,1.010150382064943,AUSLIEFERN,Ausgeliefert,Erledigt
5964,444897,FMMT558Q,9X33BOSUN.5: 1(unprobed),HT,SOT23,AU,TA,32287.0,99.88,2018-08-30,0,,,pnp,ZTX558C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,33000.0,0.0,33000.0,2018-08-30 00:00:00,SÄGEN,32502.0,0.0,32502.0,2018-08-20 00:00:00,1.0153221340225216,1.0320885719647213,AUSLIEFERN,Ausgeliefert,Erledigt
5965,444750,FZT956Q,9X33OMITS.4: 2(probed); 9X33OMITS.5: 5(ringprobed); 9X33OMITS.6: 13(unprobed),HT,SOT223,AU,TA,101769.0,97.34,2018-08-22,530,True,False,pnp,FZT956D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,101000.0,0.0,101000.0,2018-08-22 00:00:00,SÄGEN,105034.0,0.0,105034.0,2018-08-14 00:00:00,0.9615933888074338,1.0028496817689871,AUSLIEFERN,Ausgeliefert,Erledigt
5966,444609,ZXMS6001N3,9X31MAJOR.4: 6(probed),SVMOS,SOT223,AU,TA,31585.0,98.4,2018-08-30,0,,,,,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,31000.0,0.0,31000.0,2018-08-30 00:00:00,SÄGEN,32235.0,0.0,32235.0,2018-08-22 00:00:00,0.9616876066387468,0.9960479388233782,AUSLIEFERN,Ausgeliefert,Erledigt
5967,444608,ZXMN10A11G,9X29SAUTE.3: 22(probed),UMOS,SOT223,CU,TA,237653.0,99.48,2018-09-03,0,,,nMOSe,ZXMN10A11D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,237000.0,0.0,237000.0,2018-09-03 00:00:00,SÄGEN,240233.0,0.0,240233.0,2018-08-23 00:00:00,0.9865422319165144,0.9980081946158089,AUSLIEFERN,Ausgeliefert,Erledigt
5968,444607,ZVN2120G,9W17AIDED.5: 1(ringprobed),MOSFET-M,SOT223,CU,TA,12550.0,98.17,2018-09-10,0,,,nMOSe,ZVN2120D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,12000.0,0.0,12000.0,2018-09-10 00:00:00,SÄGEN,12870.0,0.0,12870.0,2018-09-01 00:00:00,0.9324009324009324,0.9955201592832255,AUSLIEFERN,Ausgeliefert,Erledigt
5969,444606,FZT955,9X32SEEPS.4: 25(probed),HT,SOT223,CU,TA,121820.0,91.74,2018-09-13,542,True,False,pnp,FZT955D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,123000.0,0.0,123000.0,2018-09-13 00:00:00,SÄGEN,133327.0,0.0,133327.0,2018-08-18 00:00:00,0.9225438208314894,1.0179169942483552,AUSLIEFERN,Ausgeliefert,Erledigt
5970,444605,FZT953,9X33ABELE.6: 19(unprobed); 9X32HERBS.6: 22(unprobed); 9X32HERBS.8: 1(unprobed),HT,SOT223,CU,TA,219429.0,96.55,2018-09-07,0,,,pnp,FZT953D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,218000.0,0.0,218000.0,2018-09-07 00:00:00,SÄGEN,227640.0,0.0,227640.0,2018-08-16 00:00:00,0.9576524336671938,1.0037710481119435,AUSLIEFERN,Ausgeliefert,Erledigt
5971,444603,FZT851,9X32UNFED.3: 16(ringprobed); 9X32UNFED.4: 2(probed); 9X32UNFED.5: 7(unprobed),HT,SOT223,CU,TA,119682.0,91.26,2018-09-12,543,True,False,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,119000.0,0.0,119000.0,2018-09-12 00:00:00,SÄGEN,131542.0,0.0,131542.0,2018-08-15 00:00:00,0.9046540268507397,1.006427604871448,AUSLIEFERN,Ausgeliefert,Erledigt
5972,444602,FZT751,9X30MUNCH.7: 2(probed); 9X30WOUND.1: 3(probed),MT,SOT223,CU,TA,58806.0,99.36,2018-08-29,0,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,58000.0,0.0,58000.0,2018-08-29 00:00:00,SÄGEN,60264.0,0.0,60264.0,2018-08-15 00:00:00,0.9624319660161954,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
5973,444601,FZT751,9X29EXALT.7: 1(unprobed); 9X29EXALT.6: 8(unprobed),MT,SOT223,CU,TA,114963.0,99.58,2018-08-29,0,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,115000.0,0.0,115000.0,2018-08-29 00:00:00,SÄGEN,116035.0,0.0,116035.0,2018-08-15 00:00:00,0.9910802775024777,1.0006787212196098,AUSLIEFERN,Ausgeliefert,Erledigt
5974,444600,FZT751,9X25BASIC.5: 23(unprobed),MT,SOT223,CU,TA,291138.0,98.88,2018-08-28,0,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,292000.0,0.0,292000.0,2018-08-28 00:00:00,SÄGEN,294905.0,0.0,294905.0,2018-08-14 00:00:00,0.9901493701361456,1.008607706868204,AUSLIEFERN,Ausgeliefert,Erledigt
5975,444599,FZT7053,9X31TURFS.4: 3(unprobed),LT,SOT223,CU,TA,84918.0,98.35,2018-09-13,0,,,npn,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,84000.0,0.0,84000.0,2018-09-13 00:00:00,SÄGEN,86346.0,0.0,86346.0,2018-08-29 00:00:00,0.972830241122924,1.0058193835764064,AUSLIEFERN,Ausgeliefert,Erledigt
5976,444598,FZT605,9X31LUNCH.3: 15(unprobed),MT,SOT223,CU,TA,196613.0,98.62,2018-08-28,0,,,npn,FZT605D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,196000.0,0.0,196000.0,2018-08-28 00:00:00,SÄGEN,200115.0,0.0,200115.0,2018-08-12 00:00:00,0.9794368238262999,1.0003470591837984,AUSLIEFERN,Ausgeliefert,Erledigt
5977,444597,FZT560Q,9X29CAIRN.6: 5(unprobed),VT,SOT223,AU,TC,98575.0,98.95,2018-09-11,0,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,96000.0,0.0,96000.0,2018-09-11 00:00:00,SÄGEN,100985.0,0.0,100985.0,2018-08-24 00:00:00,0.9506362331039263,1.0047621539588676,AUSLIEFERN,Ausgeliefert,Erledigt
5978,444595,FZT1048A,9X30AURAL.3: 8(probed),HT,SOT223,CU,TA,61018.0,91.41,2018-09-07,0,,,npn,FZT1048AD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,60000.0,0.0,60000.0,2018-09-07 00:00:00,SÄGEN,67864.0,0.0,67864.0,2018-08-21 00:00:00,0.8841211835435577,1.0010177013296853,AUSLIEFERN,Ausgeliefert,Erledigt
5979,444594,BSP75N,9X31LISTS.6: 6(ringprobed); 9X31LISTS.8: 4(unprobed),SVMOS,SOT223,AU,TA,54440.0,97.42,2018-08-24,0,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,55000.0,0.0,55000.0,2018-08-24 00:00:00,SÄGEN,56064.0,0.0,56064.0,2018-08-13 00:00:00,0.9810216894977168,1.0127794350532169,AUSLIEFERN,Ausgeliefert,Erledigt
5980,444562,ZXMS6005DT8Q,9X28ASSES.6: 2(probed),2SVMOS,SM8,AU,TA,7170.0,98.53,2018-08-17,0,,,,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,7000.0,0.0,7000.0,2018-08-17 00:00:00,SÄGEN,7381.0,0.0,7381.0,2018-08-10 00:00:00,0.9483809781872375,1.0096639261502958,AUSLIEFERN,Ausgeliefert,Erledigt
5981,444561,ZHB6790,9X33BASAL.6: 4(unprobed); 9X30MUDDY.4: 4(unprobed),4MT,SM8,AU,TA,24746.0,96.61,2018-09-20,0,,,2pnp-2npn,2xFZT651BD,TRÄGERBAND TB 4408-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,25000.0,0.0,25000.0,2018-09-20 00:00:00,SÄGEN,25870.0,0.0,25870.0,2018-08-30 00:00:00,0.9663703131039815,1.028933613203276,AUSLIEFERN,Ausgeliefert,Erledigt
5982,444560,ZDT6790,9X31TAUNT.4: 10(unprobed); 9X33BASAL.6: 10(unprobed),2MT,SM8,CU,TC,128343.0,99.14,2018-09-11,0,,,pnp-npn,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,128000.0,0.0,128000.0,2018-09-11 00:00:00,SÄGEN,129435.0,0.0,129435.0,2018-08-19 00:00:00,0.9889133541932243,1.0012907263269057,AUSLIEFERN,Ausgeliefert,Erledigt
5983,444559,ZDT6790,9X30MUDDY.4: 1(unprobed); 9X33PROWL.5: 1(probed),2MT,SM8,CU,TA,11398.0,95.38,2018-09-13,0,,,pnp-npn,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,12000.0,0.0,12000.0,2018-09-13 00:00:00,SÄGEN,11267.0,0.0,11267.0,2018-08-18 00:00:00,1.065057246827017,1.1510791366906474,AUSLIEFERN,Ausgeliefert,Erledigt
5984,444558,ZDT6790,9X33BASAL.6: 10(unprobed); 9X30MUDDY.4: 10(unprobed),2MT,SM8,CU,TA,124126.0,96.18,2018-09-13,0,,,pnp-npn,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,125000.0,0.0,125000.0,2018-09-13 00:00:00,SÄGEN,129333.0,0.0,129333.0,2018-08-17 00:00:00,0.9664973363333411,1.01622711456538,AUSLIEFERN,Ausgeliefert,Erledigt
5985,444557,ZMR330F,9X31ELVEN.5: 12(unprobed),IC,LFSOT23,AU,TA,237523.0,98.66,2018-09-03,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,237000.0,0.0,237000.0,2018-09-03 00:00:00,SÄGEN,242656.0,0.0,242656.0,2018-08-21 00:00:00,0.9766912831333245,1.0123057077810858,AUSLIEFERN,Ausgeliefert,Erledigt
5986,444556,ZMR330F,9X31ELVEN.5: 11(unprobed),IC,LFSOT23,AU,TA,219292.0,97.98,2018-08-29,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,216000.0,0.0,216000.0,2018-08-29 00:00:00,SÄGEN,224268.0,0.0,224268.0,2018-08-19 00:00:00,0.9631333939750656,1.0035309422040513,AUSLIEFERN,Ausgeliefert,Erledigt
5987,444555,ZMR330F,9X26TWEED.7: 1(probed); 9X26TWEED.8: 1(probed),IC,LFSOT23,AU,TA,38233.0,97.39,2018-08-29,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,39000.0,0.0,39000.0,2018-08-29 00:00:00,SÄGEN,39310.0,0.0,39310.0,2018-08-20 00:00:00,0.9921139659119816,1.0358840872267523,AUSLIEFERN,Ausgeliefert,Erledigt
5988,444554,ZMR330F,9X26POLLS.6: 11(unprobed); 9X26POLLS.5: 1(probed),IC,LFSOT23,AU,TA,200453.0,98.4,2018-08-27,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,204000.0,0.0,204000.0,2018-08-27 00:00:00,SÄGEN,243853.0,0.0,243853.0,2018-08-17 00:00:00,0.8365695726523766,1.0351336540217988,AUSLIEFERN,Ausgeliefert,Erledigt
5989,444553S,ZXMN6A07FQ,9X30APTLY.4: 1(probed); 9X26LUNGE.4: 11(probed),UMOS,SOT23,AU,TA,222561.0,99.62,2018-08-22,0,,,nMOSe,ZXMN6A07C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,222000.0,0.0,222000.0,2018-08-22 00:00:00,SÄGEN,224904.0,0.0,224904.0,2018-08-11 00:00:00,0.987087824138299,1.007081324085121,AUSLIEFERN,Ausgeliefert,Erledigt
5990,444552S,ZXMN6A07FQ,9X26LUNGE.4: 14(probed),UMOS,SOT23,AU,TA,250446.0,99.63,2018-08-23,0,,,nMOSe,ZXMN6A07C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,249000.0,0.0,249000.0,2018-08-23 00:00:00,SÄGEN,252099.0,0.0,252099.0,2018-08-13 00:00:00,0.987707210262635,1.0038055922856128,AUSLIEFERN,Ausgeliefert,Erledigt
5991,444551,FMMT558,9X33BOSUN.5: 8(unprobed),HT,SOT23,AU,TA,257857.0,98.72,2018-09-04,0,,,pnp,ZTX558C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,255000.0,0.0,255000.0,2018-09-04 00:00:00,SÄGEN,259670.0,0.0,259670.0,2018-08-15 00:00:00,0.9820156352293296,1.0046054264451545,AUSLIEFERN,Ausgeliefert,Erledigt
5992,444550,ZXTN19100CFF,9X30SLOSH.7: 9(unprobed); 9X30SLOSH.6: 8(probed),MT,SOT23F,CU,TA,198047.0,98.5,2018-09-17,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,192000.0,0.0,192000.0,2018-09-17 00:00:00,SÄGEN,202007.0,0.0,202007.0,2018-08-26 00:00:00,0.9504621126990649,0.9995470802292711,AUSLIEFERN,Ausgeliefert,Erledigt
5993,444549,ZXTN19060CFF,9X30LEARN.6: 4(ringprobed),MT,SOT23F,CU,TA,48122.0,96.76,2018-09-11,0,,,npn,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,48000.0,0.0,48000.0,2018-09-11 00:00:00,SÄGEN,52170.0,0.0,52170.0,2018-08-25 00:00:00,0.9200690051753881,1.0138774475635257,AUSLIEFERN,Ausgeliefert,Erledigt
5994,444548,ZXMS6004FF,9X06FOLLY.4: 10(probed),SVMOS,SOT23F,AU,TA,114129.0,88.56,2018-09-04,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,114000.0,0.0,114000.0,2018-09-04 00:00:00,SÄGEN,131632.0,0.0,131632.0,2018-08-13 00:00:00,0.8660508083140878,1.0085193343772394,AUSLIEFERN,Ausgeliefert,Erledigt
5995,444547,ZXMS6004FF,9X05OMITS.5: 7(probed),SVMOS,SOT23F,AU,TA,92132.0,96.5,2018-09-05,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,93000.0,0.0,93000.0,2018-09-05 00:00:00,SÄGEN,96190.0,0.0,96190.0,2018-08-11 00:00:00,0.9668364694874727,1.0205985316550157,AUSLIEFERN,Ausgeliefert,Erledigt
5996,444546,ZXMS6004FFQ,9X09ODDLY.4: 2(probed),SVMOS,SOT23F,AU,TA,25034.0,92.38,2018-09-10,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,24000.0,0.0,24000.0,2018-09-10 00:00:00,SÄGEN,27180.0,0.0,27180.0,2018-08-11 00:00:00,0.8830022075055187,1.0178548708596633,AUSLIEFERN,Ausgeliefert,Erledigt
5997,444545,ZTX953,9X33ABELE.6: 4(unprobed),HT,ELineX,AU,Schüttgut,21208.0,98.05,2018-09-14,0,,,pnp,FZT953D,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,20000.0,0.0,20000.0,2018-09-14 00:00:00,SÄGEN,21680.0,0.0,21680.0,2018-08-20 00:00:00,0.922509225092251,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
5998,444544,ZTX853,9X29AWARD.3: 10(probed); 9X29AWARD.5: 3(ringprobed),HT,ELineX,AU,Schüttgut,64627.0,98.32,2018-09-13,0,,,npn,FZT853D,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,64000.0,0.0,64000.0,2018-09-13 00:00:00,SÄGEN,66004.0,0.0,66004.0,2018-08-20 00:00:00,0.9696382037452276,1.0163892770931267,AUSLIEFERN,Ausgeliefert,Erledigt
5999,444260,ZXTP25040DFH,9X32FETID.8: 7(unprobed),SS6,LFSOT23,AU,TA,132939.0,82.23,2018-09-04,538,False,False,,X25P40DD,LEADFRAME DZN 1020,,AUSLIEFERN,132000.0,0.0,132000.0,2018-09-04 00:00:00,SÄGEN,162457.0,0.0,162457.0,2018-08-16 00:00:00,0.8125226983140154,1.0130623647331503,AUSLIEFERN,Ausgeliefert,Erledigt
6000,444259,ZXTP23140BFH,9X30ZEBUS.5: 2(unprobed),SS6,LFSOT23,AU,TA,19527.0,97.9,2018-08-22,0,,,,X23P60BD,LEADFRAME DZN 1011,,AUSLIEFERN,18000.0,0.0,18000.0,2018-08-22 00:00:00,SÄGEN,20218.0,0.0,20218.0,2018-08-13 00:00:00,0.8902957760411514,1.0305736860185504,AUSLIEFERN,Ausgeliefert,Erledigt
6001,444258,ZXTP2029F,9X31BOUGH.5: 11(unprobed),SS6,LFSOT23,AU,TA,107290.0,96.06,2018-08-17,0,,,,X23P41BD,LEADFRAME DZN 1011,,AUSLIEFERN,105000.0,0.0,105000.0,2018-08-17 00:00:00,SÄGEN,112265.0,0.0,112265.0,2018-08-12 00:00:00,0.935287044047566,1.0106454655706778,AUSLIEFERN,Ausgeliefert,Erledigt
